id,title,overview,cleaned_overview
8952,I Love You Phillip Morris,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",steve russell smalltown cop bored bland lifestyle russell turn fraud mean shaking thing long russell criminal antic landed behind bar encounter charismatic phillip morris smitten russell devotes entire life morris regardless consequence
62204,Quest for Fire,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",colossal adventure odyssey turn back hand time beginning man existence year ago man roamed earth exposed many harsh element nature perilous atmosphere rugged terrain rival tribe savage beast quest fire examines peaceful tribe search important element fire knowledge create focusing human dream well realistic insight prehistoric man constant struggle survival vividly recreated sensational production
13435,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",sailor prone violent outburst sent naval psychiatrist help refusing first open young man eventually break reveals horrific childhood guidance doctor confronts painful past begin quest find family never knew
17187,The Emperor's Club,"William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",william hundert passionate principled classic professor find tightlycontrolled world shaken inexorably altered new student sedgewick bell walk classroom begin fierce battle will give way close studentteacher relationship result life lesson hundert still haunt quarter century later
319,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",clarence marries hooker alabama steal cocaine pimp try sell hollywood owner coke try reclaim
59457,Womb,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",woman consuming love force bear clone dead beloved infancy manhood face unavoidable complexity controversial decision
9504,Glengarry Glen Ross,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers.",glengarry glen ross follows life four unethical chicago real estate agent prepared go length legal illegal unload undesirable real estate unwilling prospective buyer
37414,The Killer Inside Me,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": he is a brilliant, but disturbed sociopathic sadist.",deputy sheriff lou ford pillar community small west texas town patient apparently thoughtful people think little slow maybe boring worst say nobody know lou call sickness brilliant disturbed sociopathic sadist
6217,Cat People,"After years of separation, Irina (Nastassja Kinski) and her minister brother, Paul (Malcolm McDowell), reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator (John Heard) is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",year separation irina nastassja kinski minister brother paul malcolm mcdowell reunite new orleans erotic tale supernatural zoologist capture wild panther irina drawn cat zoo curator john heard drawn soon irinas brother reveal family secret sexually aroused turn predatory jungle cat
26688,Sorority Row,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret.",five sorority girl inadvertently cause murder one sister prank gone wrong agree keep matter never speak get life prof easier said done graduation mysterious killer go five anyone know secret
43867,The Prisoner of Zenda,"An Englishman on a Ruritarian holiday must impersonate the king when the rightful monarch, a distant cousin, is drugged and kidnapped.",englishman ruritarian holiday must impersonate king rightful monarch distant cousin drugged kidnapped
6615,Lars and the Real Girl,"Sometimes you find love where you'd least expect it. Just ask Lars, a sweet but quirky guy who thinks he's found the girl of his dreams in a life-sized doll named Bianca. Lars is completely content with his artificial girlfriend, but when he develops feelings for Margo, an attractive co-worker, Lars finds himself lost in a unique love triangle, hoping to somehow discover the real meaning of true love.",sometimes find love youd least expect ask lars sweet quirky guy think he found girl dream lifesized doll named bianca lars completely content artificial girlfriend develops feeling margo attractive coworker lars find lost unique love triangle hoping somehow discover real meaning true love
14574,The Boy in the Striped Pyjamas,"When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",family move home berlin strange new house poland young bruno befriends shmuel boy life side fence everyone seems wearing striped pajama unaware shmuels fate jewish prisoner role nazi father play imprisonment bruno embarks dangerous journey inside camp wall
16,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",selma czech immigrant verge blindness struggle make end meet son inherited genetic disorder suffer fate without expensive operation life get difficult selma learns cope love musical escaping life trouble even moment dreaming little number rhythmic beat surroundings
39780,Oscar and Lucinda,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",childhood abuse evangelistic father misfit oscar hopkins becomes anglican minister develops divine obsession gambling lucinda leplastrier rich australian heiress shopping london material newly acquired glass factory back home deciding travel australia missionary oscar meet lucinda aboard ship mutual obsession blossom make wager alter destiny
21612,The Funeral,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",story concern funeral one three brother family gangster lived new york detail past brother family shown series flashback climaxing shocking ending
36691,Solitary Man,A car magnate watches his personal and professional life hit the skids because of his business and romantic indiscretions.,car magnate watch personal professional life hit skid business romantic indiscretion
23631,Machete,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",setup betrayed man hired assassinate texas senator exfederale launch brutal rampage revenge former bos
45324,Casino Jack,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",based true story hot shot washington dc lobbyist protg go hard scheme peddle influence lead corruption murder
12144,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",orphaned brontosaurus named littlefoot set search legendary great valley land lush vegetation dinosaur thrive live peace along way meet four young dinosaur one different specie encounter several obstacle learn work together order survive
11658,Tae Guk Gi: The Brotherhood of War,"In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end.",south korea shoeshiner jintae lee yearold old student brother jinseok lee form poor happy family mother jintaes fianc youngshin kim young sister jintae mother tough worker sacrifice send jinseok university north korea invades south family escape relative house country along journey jinseok forced join army fight front jintae enlists protect young brother commander promise jintae get medal would release brother jintae becomes braver soldier company along bloody war brother relationship jinseok older brother deteriorates leading dramatic tragic end
56601,The Perfect Game,"Based on a true story, a group of boys from Monterrey, Mexico who become the first non-U.S. team to win the Little League World Series.",based true story group boy monterrey mexico become first nonus team win little league world series
9552,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",yearold regan macneil begin adapt explicit new personality strange event befall local area georgetown mother becomes torn science superstition desperate bid save daughter ultimately turn last hope father damien karras troubled priest struggling faith
578,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",insatiable great white shark terrorizes townspeople amity island police chief oceanographer grizzled shark hunter seek destroy bloodthirsty beast
2105,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",highschool party four friend find losing collective virginity isnt easy thought still believe need college motivate enter pact score senior prom
126319,Ernest & Celestine,"Celestine is a little mouse trying to avoid a dental career; Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",celestine little mouse trying avoid dental career ernest big bear craving artistic outlet celestine meet ernest overcome natural enmity forging life crime together
10136,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",detective specializing missing child madcap mission save youth mystical power who abducted evil cult battle band supernasties scramble boobytrapped chamber horror traverse tibet obtain sacred dagger
67660,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",balance power four couple relationship upset woman start using advice steve harvey book act like lady think like man get want men men realize woman gotten hold relationship playbook decide best defense good offense come plan use information advantage
10611,Barbershop,"A day in the life of a barbershop on the south side of Chicago. Calvin, who inherited the struggling business from his deceased father, views the shop as nothing but a burden and waste of his time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out.",day life barbershop south side chicago calvin inherited struggling business deceased father view shop nothing burden waste time selling shop local loan shark calvin slowly begin see father vision legacy struggle notion sold
154,Star Trek II: The Wrath of Khan,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,admiral james kirk feeling old prospect accompanying old ship enterprise two week cadet cruise making feel younger training cruise becomes life death struggle khan escape year exile capture power creation
3049,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",he ace ventura pet detective jim carrey case find miami dolphin missing mascot quarterback dan marino go eyeball eyeball maneating shark stake miami dolphin woos wow lady whether he undercover fire underwater always get man beast
860,WarGames,"High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",high school student david lightman matthew broderick talent hacking trying hack computer system play unreleased video game unwittingly tap defense department war computer initiate confrontation global proportion together girlfriend ally sheedy wizardly computer genius john wood david must race time outwit opponentand prevent nuclear armageddon
9281,Witness,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",sheltered amish child sole witness brutal murder restroom philadelphia train station must protected assignment fall taciturn detective go undercover pennsylvania dutch community farm slowly assimilates despite urban grit forge romantic bond child beautiful mother
75674,Act of Valor,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",covert mission rescue kidnapped cia operative uncovers chilling plot elite highly trained u seal team speed hotspot around globe racing clock stop deadly terrorist attack
9762,Step Up,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",everyone deserves chance follow dream people get one shot tyler gage rebel wrong side baltimore track thing stand unfulfilled life dream one day making nora privileged ballet dancer attending baltimore ultraelite maryland school art
3179,Beavis and Butt-Head Do America,"Mike Judge's slacker duo, Beavis and Butt-Head, wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America where they manage to accidentally become America's most wanted.",mike judge slacker duo beavis butthead wake discover tv stolen search new one take clueless adventure across america manage accidentally become america wanted
184,Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",jackie brown flight attendant get caught middle smuggling cash country gunrunner bos cop try use jackie get bos hatch planwith help bail bondsmanto keep money based elmore leonard novel rum punch
13335,Harold & Kumar Escape from Guantanamo Bay,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.",satisfied urge white castle harold kumar jump plane catch harolds love interest who headed netherlands pair must change plan kumar accused terrorist rob corddry also star wild comedy sequel follows hapless stoner misadventure try avoid captured department homeland security
76726,Chronicle,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",three high school student make incredible discovery leading developing uncanny power beyond understanding learn control ability use advantage life start spin control darker side begin take
10269,Yentl,A Jewish girl disguises herself as a boy to enter religious training.,jewish girl disguise boy enter religious training
36819,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",young history buff kevin scarcely believe six dwarf emerge closet one night former employee supreme theyve purloined map charting hole fabric time using steal treasure different historical era taking kevin variously drop napoleon robin hood king agamemnon supreme catch
17130,Crossroads,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",three friend get together bury box making pact open midnight high school graduation little town georgia live thing soon change one little miss perfect one engaged prom queen pregnant outcast night graduation open box strike conversation sudden one brings topic going los angeles record contract audition decide go together leave little money set road guy named ben one tell rumor might homicidal maniac scared reach la lucy fall love ben father wish stay go audition
57214,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",three high school senior throw party make name night progress thing spiral control word party spread
11202,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.",patton tell tale general george patton famous tank commander world war ii film begin pattons career north africa progress invasion germany fall third reich side plot also speak pattons numerous fault temper habit towards insubordination
9357,One Hour Photo,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",sy photo guy parrish lovingly developed photo yorkin family since son baby yorkins life become fuller sys seems lonelier eventually belief he part family uncle sys pictureperfect fantasy collides ugly dose reality happens next spinetingling element best psychological thriller
13812,Quarantine,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,television reporter cameraman trapped inside building quarantined cdc outbreak mysterious virus turn human bloodthirsty killer
9030,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",violinist sydney well accidentally blinded sister helen five year old submits cornea transplantation recovering operation realizes seeing dead people
19084,Johnson Family Vacation,"AAA can't help the roadside emergency that is the JOHNSON FAMILY VACATION. Even the on-board navigation system has a meltdown on Nate Johnson and his family's cross-country trek to their annual family reunion/grudge match. Reluctantly along for the ride are Nate's wife, who's only in it for the kids; their rapper-wannabe son; their teenage daughter who's fashioned herself as the next Lolita; and their youngest, whose imaginary dog Nate just can't seem to keep track of. Can the Johnsons survive each other and all the obstacles the road throws at them to make it to Caruthersville, Missouri? Can they find Missouri?",aaa cant help roadside emergency johnson family vacation even onboard navigation system meltdown nate johnson family crosscountry trek annual family reuniongrudge match reluctantly along ride nates wife who kid rapperwannabe son teenage daughter who fashioned next lolita youngest whose imaginary dog nate cant seem keep track johnson survive obstacle road throw make caruthersville missouri find missouri
8386,How High,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",multiplatinum rap superstar redman method man star jamal silas two regular guy smoke something magical ace college entrance exam wind harvard ivy league way strange silas jamal take stride supply supernatural smoke run dry thats start living wit rely natural resource make grade
10437,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",retelling classic dickens tale ebenezer scrooge miser extraordinaire held accountable dastardly way nighttime visitation ghost christmas past present future
1360,Frida,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",frida chronicle life frida kahlo shared unflinchingly openly diego rivera young couple took art world storm complex enduring relationship mentor husband illicit controversial affair leon trotsky provocative romantic entanglement woman frida kahlo lived bold uncompromising life political artistic sexual revolutionary
101267,Katy Perry: Part of Me,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.",giving fan unprecedented access real life music sensation katy perry part expose hard work dedication phenomenal talent girl remained true vision order achieve dream featuring rare behindthescenes interview personal moment katy friend allaccess footage rehearsal choreography katys signature style katy perry part reveals singer unwavering belief anything
222935,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",despite tumorshrinking medical miracle bought year hazel never anything terminal final chapter inscribed upon diagnosis patient named augustus water suddenly appears cancer kid support group hazel story completely rewritten
10220,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,young man reformed gambler must return playing big stake poker help friend pay loan shark
284296,Top Five,A comedian tries to make it as a serious actor when his reality-TV star fiancé talks him into broadcasting their wedding on her TV show.,comedian try make serious actor realitytv star fianc talk broadcasting wedding tv show
31915,Prophecy,"A Savage beast, grown to monstrous size and driven mad by toxic wastes that are poisoning the waters, spreads terror and death on a Maine countryside.",savage beast grown monstrous size driven mad toxic waste poisoning water spread terror death maine countryside
11601,Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",hypnotized sister law tom witzky begin seeing haunting vision girl ghost mystery begin unfold around
205220,Philomena,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",woman search adult son taken away decade ago forced live convent
11354,The Upside of Anger,"After her husband runs off with his secretary, Terry Wolfmeyer is left to fend for herself -- and her four daughters. As she hits rock bottom, Terry finds a friend and drinking buddy in next-door neighbor Denny, a former baseball player. As the two grow closer, and her daughters increasingly rely on Denny, Terry starts to have reservations about where their relationship is headed.",husband run secretary terry wolfmeyer left fend four daughter hit rock bottom terry find friend drinking buddy nextdoor neighbor denny former baseball player two grow closer daughter increasingly rely denny terry start reservation relationship headed
16241,The Boys from Brazil,Nazi hunter Ezra Lieberman discovers a sinister and bizarre plot to rekindle the Third Reich.,nazi hunter ezra lieberman discovers sinister bizarre plot rekindle third reich
14191,Aquamarine,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",two teenage girl discover mermaid really exist violent storm wash one ashore mermaid sassy creature named aquamarine determined prove father real love exists enlists girl help winning heart handsome lifeguard
286565,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",quentin jacobsen spent lifetime loving magnificently adventurous margo roth spiegelman afar crack open window climb back lifedressed like ninja summoning ingenious campaign revengehe follows allnighter end new day break q arrives school discover margo always enigma become mystery q soon learns cluesand theyre urged disconnected path closer get less q see girl thought knew
26710,My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time.,trio young men forced grow quick girlfriend become pregnant around time
129670,Nebraska,"An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.",aging boozeaddled father take trip montana nebraska estranged son order claim belief milliondollar sweepstakes prize
9059,Tales from the Crypt: Demon Knight,A man on the run is hunted by a demon known as the Collector.,man run hunted demon known collector
34549,Max Keeble's Big Move,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",max keeble victim th grade class plot revenge learns he moving backfire doesnt move
57157,Young Adult,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",divorced writer midwest return hometown reconnect old flame who married family
1948,Crank,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,professional assassin chev chelios learns rival injected poison kill heart rate drop
28353,Def Jam's How to Be a Player,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",dray young playboy whose objective life seems sex many girl without getting caught girlfriend lisa dray sister jenny friend katrina plan show way life wrong organize party malibu inviting girlfriend
46889,Living Out Loud,"Dramatic comedy about two unlikely people who find each other while looking for love. Judith Nelson (Holly Hunter) is suddenly single after discovering her husband of fifteen years, a successful doctor (Martin Donovan), has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey (Queen Latifah), who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities ... which is when she notices Pat (Danny De Vito), the elevator operator in her building.",dramatic comedy two unlikely people find looking love judith nelson holly hunter suddenly single discovering husband fifteen year successful doctor martin donovan affair younger woman judith stew plan plot fantasizes cant decide life go night club see singer liz bailey queen latifah full advice life love town judith suddenly kissed total stranger open eye new possibility notice pat danny de vito elevator operator building
38093,Just Wright,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,physical therapist fall basketball player helping recover careerthreatening injury
14976,Rachel Getting Married,A young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.,young woman rehab past year return home weekend sister wedding
11027,The Postman Always Rings Twice,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.,remake movie name account affair seedy drifter seductive wife roadside cafe owner begin chain event culminates murder based novel james cain
3635,Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",film adapted work fiction author tracy chevalier tell story event surrounding creation painting girl pearl earring th century dutch master johannes vermeer young peasant maid working house painter johannes vermeer becomes talented assistant model one famous work
387,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",german submarine hunt allied ship second world war soon becomes hunted crew try survive surface stretching boat limit
6020,Sorority Boys,"Three friends who head the Social Committee in a frat house, called KOK (Kappa Omicron Kappa), are charged with stealing money their fraternity has been saving for a cocktail cruise at the end of the semester, the one that guarantees them a spot at a very high paying company.",three friend head social committee frat house called kok kappa omicron kappa charged stealing money fraternity saving cocktail cruise end semester one guarantee spot high paying company
122906,About Time,"The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.",night another unsatisfactory new year party tims father tell son men family always ability travel time tim cant change history change happens happened life decides make world better place getting girlfriend sadly turn easy think
9550,House of Flying Daggers,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",th century china corrupt government wage war rebel army called flying dagger romantic warrior break beautiful rebel prison help rejoin fellow thing seem
60599,Arbitrage,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",troubled hedge fund magnate desperate complete sale trading empire make error force turn unlikely person help
227719,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",group teen discover secret plan time machine construct one however thing start get control
14299,Cadillac Records,"The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",story sex violence race rock roll chicago exciting turbulent life america musical legend including muddy water leonard chess little walter howlin wolf etta james chuck berry
